absolute_error,batch,decision,estimate,experiment_name,interpretation,interval_lower,interval_upper,sample_size,seed,standard_error,threshold,true_probability
0.026,128,0,0.596,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535173,0.656827,250,252154,0.031034,0.6,0.57
0.006,129,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252155,0.031363,0.6,0.57
0.05,130,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.458069,0.581931,250,252156,0.031597,0.6,0.57
0.006,131,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252157,0.031255,0.6,0.57
0.01,132,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252158,0.031394,0.6,0.57
0.022,133,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252159,0.031477,0.6,0.57
0.054,134,0,0.516,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.454051,0.577949,250,252160,0.031607,0.6,0.57
0.018,135,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252161,0.031129,0.6,0.57
0.07,136,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.580499,0.699501,250,252162,0.030358,0.6,0.57
0.034,137,0,0.536,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.47418,0.59782,250,252163,0.031541,0.6,0.57
0.03,138,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252164,0.030984,0.6,0.57
0.042,139,0,0.528,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.466117,0.589883,250,252165,0.031573,0.6,0.57
0.026,140,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252166,0.0315,0.6,0.57
0.002,141,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252167,0.031293,0.6,0.57
0.022,142,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252168,0.031477,0.6,0.57
0.05,143,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.559831,0.680169,250,252169,0.030699,0.6,0.57
0.006,144,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252170,0.031255,0.6,0.57
0.006,145,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252171,0.031363,0.6,0.57
0.03,146,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252172,0.030984,0.6,0.57
0.002,147,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252173,0.031329,0.6,0.57
0.01,148,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518818,0.641182,250,252174,0.031215,0.6,0.57
0.006,149,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252175,0.031363,0.6,0.57
0.002,150,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252176,0.031293,0.6,0.57
0.058,151,0,0.512,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.450037,0.573963,250,252177,0.031614,0.6,0.57
0.014,152,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252178,0.031424,0.6,0.57
0.002,153,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252179,0.031293,0.6,0.57
0.022,154,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252180,0.031083,0.6,0.57
0.026,155,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252181,0.0315,0.6,0.57
0.034,156,1,0.604,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543375,0.664625,250,252182,0.030931,0.6,0.57
0.038,157,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.470146,0.593854,250,252183,0.031558,0.6,0.57
0.018,158,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252184,0.031129,0.6,0.57
0.05,159,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.559831,0.680169,250,252185,0.030699,0.6,0.57
0.002,160,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252186,0.031329,0.6,0.57
0.026,161,0,0.596,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535173,0.656827,250,252187,0.031034,0.6,0.57
0.014,162,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252188,0.031424,0.6,0.57
0.006,163,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51474,0.63726,250,252189,0.031255,0.6,0.57
0.03,164,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.478218,0.601782,250,252190,0.031521,0.6,0.57
0.006,165,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.502529,0.625471,250,252191,0.031363,0.6,0.57
0.03,166,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.478218,0.601782,250,252192,0.031521,0.6,0.57
0.014,167,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252193,0.031424,0.6,0.57
0.018,168,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.490355,0.613645,250,252194,0.031451,0.6,0.57
0.018,169,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252195,0.031129,0.6,0.57
0.018,170,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526987,0.649013,250,252196,0.031129,0.6,0.57
0.022,171,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531078,0.652922,250,252197,0.031083,0.6,0.57
0.022,172,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252198,0.031477,0.6,0.57
0.01,173,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252199,0.031394,0.6,0.57
0.05,174,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.559831,0.680169,250,252200,0.030699,0.6,0.57
0.05,175,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.458069,0.581931,250,252201,0.031597,0.6,0.57
0.014,176,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252202,0.031424,0.6,0.57
0.022,177,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252203,0.031477,0.6,0.57
0.026,178,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252204,0.0315,0.6,0.57
0.018,179,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.490355,0.613645,250,252205,0.031451,0.6,0.57
0.01,180,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498467,0.621533,250,252206,0.031394,0.6,0.57
0.03,181,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539272,0.660728,250,252207,0.030984,0.6,0.57
0.002,182,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252208,0.031293,0.6,0.57
0.034,183,1,0.604,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543375,0.664625,250,252209,0.030931,0.6,0.57
0.054,184,0,0.516,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.454051,0.577949,250,252210,0.031607,0.6,0.57
0.002,185,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252211,0.031329,0.6,0.57
0.002,186,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510665,0.633335,250,252212,0.031293,0.6,0.57
0.034,187,1,0.604,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543375,0.664625,250,252213,0.030931,0.6,0.57
0.002,188,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506595,0.629405,250,252214,0.031329,0.6,0.57
0.058,189,1,0.628,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.568085,0.687915,250,252215,0.030569,0.6,0.57
0.026,190,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.48226,0.60574,250,252216,0.0315,0.6,0.57
0.022,191,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486306,0.609694,250,252217,0.031477,0.6,0.57
0.014,192,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.494409,0.617591,250,252218,0.031424,0.6,0.57
