allowed_for_recourse,case_id,counterfactual_decision,counterfactual_feature,counterfactual_score,counterfactual_value,delta,feasibility_note,flipped_to_favorable,original_decision,original_score,original_value,recourse_cost,score_change
True,269,favorable,timeliness,0.830428,0.67438,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.275,0.030049
True,269,favorable,timeliness,0.835987,0.72438,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.33,0.035608
True,269,favorable,timeliness,0.841398,0.77438,0.35,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.385,0.041019
True,269,favorable,timeliness,0.846663,0.82438,0.4,Can improve in future cycles but may be constrained by access.,False,favorable,0.800379,0.42438,0.44,0.046284
False,269,favorable,prior_flag,0.795949,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,4.95,-0.00443
False,269,favorable,prior_flag,0.791446,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,9.9,-0.008933
False,269,favorable,prior_flag,0.786871,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,14.85,-0.013508
False,269,favorable,prior_flag,0.782222,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,19.8,-0.018157
False,269,favorable,prior_flag,0.777501,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,24.75,-0.022878
False,269,favorable,prior_flag,0.772708,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,29.7,-0.027671
False,269,favorable,prior_flag,0.767842,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,34.65,-0.032537
False,269,favorable,prior_flag,0.762903,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.800379,0.0,39.6,-0.037476
False,269,favorable,access_constraint,0.794728,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,4.95,-0.005651
False,269,favorable,access_constraint,0.788959,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,9.9,-0.01142
False,269,favorable,access_constraint,0.783073,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,14.85,-0.017306
False,269,favorable,access_constraint,0.777069,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,19.8,-0.02331
False,269,favorable,access_constraint,0.770947,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,24.75,-0.029432
False,269,favorable,access_constraint,0.764708,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,29.7,-0.035671
False,269,favorable,access_constraint,0.758352,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,34.65,-0.042027
False,269,favorable,access_constraint,0.75188,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.800379,0.0,39.6,-0.048499
False,269,favorable,risk_adjustment,0.804736,0.669639,0.05,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,4.95,0.004357
False,269,favorable,risk_adjustment,0.809021,0.719639,0.1,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,9.9,0.008642
False,269,favorable,risk_adjustment,0.813234,0.769639,0.15,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,14.85,0.012855
False,269,favorable,risk_adjustment,0.817375,0.819639,0.2,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,19.8,0.016996
False,269,favorable,risk_adjustment,0.821444,0.869639,0.25,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,24.75,0.021065
False,269,favorable,risk_adjustment,0.825442,0.919639,0.3,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,29.7,0.025063
False,269,favorable,risk_adjustment,0.829369,0.969639,0.35,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,34.65,0.02899
False,269,favorable,risk_adjustment,0.831719,1.0,0.380361,Internal model component is not directly actionable.,False,favorable,0.800379,0.619639,37.655739,0.03134
True,270,favorable,baseline_score,0.684622,0.512662,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.07,0.015859
True,270,favorable,baseline_score,0.700062,0.562662,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.14,0.031299
True,270,favorable,baseline_score,0.715061,0.612662,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.21,0.046298
True,270,favorable,baseline_score,0.7296,0.662662,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.28,0.060837
True,270,favorable,baseline_score,0.743663,0.712662,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.35,0.0749
True,270,favorable,baseline_score,0.757238,0.762662,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.42,0.088475
True,270,favorable,baseline_score,0.770316,0.812662,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.49,0.101553
True,270,favorable,baseline_score,0.782891,0.862662,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.668763,0.462662,0.56,0.114128
True,270,favorable,document_quality,0.681917,0.800131,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.0375,0.013154
True,270,favorable,document_quality,0.694787,0.850131,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.075,0.026024
True,270,favorable,document_quality,0.70736,0.900131,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.1125,0.038597
True,270,favorable,document_quality,0.719623,0.950131,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.15,0.05086
True,270,favorable,document_quality,0.731538,1.0,0.249869,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.187402,0.062775
True,270,favorable,document_quality,0.731538,1.0,0.249869,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.187402,0.062775
True,270,favorable,document_quality,0.731538,1.0,0.249869,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.187402,0.062775
True,270,favorable,document_quality,0.731538,1.0,0.249869,Can often improve through corrected or complete documentation.,False,favorable,0.668763,0.750131,0.187402,0.062775
True,270,favorable,timeliness,0.677563,0.80372,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.055,0.0088
True,270,favorable,timeliness,0.686239,0.85372,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.11,0.017476
True,270,favorable,timeliness,0.694787,0.90372,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.165,0.026024
True,270,favorable,timeliness,0.703202,0.95372,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.22,0.034439
True,270,favorable,timeliness,0.710871,1.0,0.24628,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.270908,0.042108
True,270,favorable,timeliness,0.710871,1.0,0.24628,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.270908,0.042108
True,270,favorable,timeliness,0.710871,1.0,0.24628,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.270908,0.042108
True,270,favorable,timeliness,0.710871,1.0,0.24628,Can improve in future cycles but may be constrained by access.,False,favorable,0.668763,0.75372,0.270908,0.042108
False,270,favorable,access_constraint,0.660964,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,4.95,-0.007799
False,270,favorable,access_constraint,0.653078,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,9.9,-0.015685
False,270,favorable,access_constraint,0.645106,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,14.85,-0.023657
False,270,favorable,access_constraint,0.637053,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,19.8,-0.03171
False,270,favorable,access_constraint,0.628922,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,24.75,-0.039841
False,270,favorable,access_constraint,0.620717,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,29.7,-0.048046
False,270,review,access_constraint,0.612443,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,34.65,-0.05632
False,270,review,access_constraint,0.604104,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.668763,0.0,39.6,-0.064659
False,270,favorable,risk_adjustment,0.674826,0.37473,0.05,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,4.95,0.006063
False,270,favorable,risk_adjustment,0.680831,0.42473,0.1,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,9.9,0.012068
False,270,favorable,risk_adjustment,0.686777,0.47473,0.15,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,14.85,0.018014
False,270,favorable,risk_adjustment,0.692662,0.52473,0.2,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,19.8,0.023899
False,270,favorable,risk_adjustment,0.698485,0.57473,0.25,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,24.75,0.029722
False,270,favorable,risk_adjustment,0.704245,0.62473,0.3,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,29.7,0.035482
False,270,favorable,risk_adjustment,0.70994,0.67473,0.35,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,34.65,0.041177
False,270,favorable,risk_adjustment,0.71557,0.72473,0.4,Internal model component is not directly actionable.,False,favorable,0.668763,0.32473,39.6,0.046807
True,271,favorable,baseline_score,0.824331,0.618675,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.813585,0.568675,0.07,0.010746
True,271,favorable,baseline_score,0.834584,0.668675,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.813585,0.568675,0.14,0.020999
True,271,favorable,baseline_score,0.844352,0.718675,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.813585,0.568675,0.21,0.030767
True,271,favorable,baseline_score,0.853644,0.768675,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.813585,0.568675,0.28,0.040059
True,271,favorable,baseline_score,0.862472,0.818675,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.813585,0.568675,0.35,0.048887
True,271,favorable,baseline_score,0.870847,0.868675,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.813585,0.568675,0.42,0.057262
True,271,favorable,baseline_score,0.878785,0.918675,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.813585,0.568675,0.49,0.0652
