baseline_capacity,hidden_need_unobserved_in_real_study,individual_true_effect,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,unit_id
0.567797,0.439559,0.216792,0.420544,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.680323,0.463532,0.680323,0.506058,1,0.520991,801
0.583615,0.345522,0.220503,0.626305,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.401859,0.401859,0.622362,0.425146,0,0.520936,802
0.506072,0.339075,0.212474,0.766491,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.530077,0.530077,0.742551,0.567708,0,0.617411,803
0.608105,0.705908,0.200901,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.640612,0.640612,0.841513,0.933545,0,0.794613,804
0.480458,0.408835,0.22532,0.168159,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.566259,0.340939,0.566259,0.227349,1,0.365146,805
0.463971,0.547871,0.213581,0.998688,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.469058,0.469058,0.682639,0.508456,0,0.66249,806
0.377755,0.385598,0.221056,0.601583,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.577126,0.356071,0.577126,0.256926,1,0.478131,807
0.483801,0.744367,0.204825,0.711778,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.703682,0.703682,0.908507,0.742228,0,0.705603,808
0.472712,0.621522,0.217024,0.682963,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.443249,0.443249,0.660273,0.428942,0,0.573419,809
0.605274,0.637317,0.207324,0.840185,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.780278,0.572954,0.780278,0.770853,1,0.716309,810
0.485867,0.197297,0.233797,0.702084,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.219626,0.219626,0.453423,0.019477,0,0.373024,811
0.702302,0.420192,0.20971,0.586747,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.515723,0.515723,0.725433,0.783984,0,0.646367,812
0.552098,0.434397,0.233103,0.968649,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.315495,0.315495,0.548598,0.086504,0,0.466169,813
0.396838,0.502935,0.223506,0.392595,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.441601,0.218095,0.441601,0.209966,1,0.422606,814
0.850052,0.483213,0.21937,0.767695,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.7634,0.54403,0.7634,0.653289,1,0.618235,815
0.225385,0.606072,0.209449,0.814817,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.712332,0.502884,0.712332,0.432825,1,0.632956,816
0.746472,0.388722,0.236987,0.353285,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.053423,0.053423,0.290411,0.135169,0,0.331549,817
0.2515,0.716667,0.189575,0.840289,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.105395,0.915819,1.105395,0.949238,1,0.808918,818
0.521487,0.273907,0.231148,0.374266,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.290745,0.290745,0.521893,0.112423,0,0.345851,819
0.516691,0.662747,0.234632,0.403275,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.592838,0.358205,0.592838,0.021707,1,0.348959,820
0.246968,0.941949,0.191484,0.690919,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.90858,0.717095,0.90858,0.898114,1,0.788018,821
0.369385,1.0,0.191279,0.463753,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.890095,0.698817,0.890095,0.99507,1,0.774325,822
0.333261,0.78358,0.194309,0.764127,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.994826,0.800517,0.994826,0.89222,1,0.779479,823
0.643184,0.550308,0.218812,0.436674,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.455661,0.455661,0.674472,0.512098,0,0.526224,824
0.766898,0.182219,0.227127,0.820724,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.515511,0.288384,0.515511,0.397003,1,0.511161,825
0.513189,0.550203,0.229018,0.619357,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.276835,0.276835,0.505853,0.159452,0,0.437791,826
0.605268,0.944661,0.20247,0.814559,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.867427,0.664958,0.867427,0.892211,1,0.770698,827
0.30998,0.473049,0.223016,0.533191,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.518944,0.295929,0.518944,0.157097,1,0.439671,828
0.543915,0.476213,0.219284,0.614068,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.414774,0.414774,0.634058,0.425824,0,0.535463,829
0.615231,0.057369,0.230118,0.735361,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.173502,0.173502,0.40362,0.208467,0,0.425736,830
0.389985,0.534246,0.195771,0.658354,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.807495,0.611724,0.807495,0.898206,1,0.74348,831
0.343635,0.544518,0.213321,0.49225,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.682352,0.469031,0.682352,0.424708,1,0.542587,832
0.372354,0.48814,0.191341,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.913747,0.722406,0.913747,0.995741,1,0.818917,833
0.477266,0.810659,0.19984,0.755697,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.649083,0.649083,0.848923,0.861955,0,0.756908,834
0.178177,0.829024,0.206811,0.669442,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.827913,0.621102,0.827913,0.46336,1,0.640084,835
0.689664,0.598003,0.228663,0.621476,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.67933,0.450666,0.67933,0.300671,1,0.476105,836
0.538006,0.249483,0.231901,0.683601,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.519192,0.287291,0.519192,0.105982,1,0.400675,837
0.541352,0.415745,0.227493,0.499488,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.328857,0.328857,0.55635,0.218686,0,0.421447,838
0.688504,0.658978,0.222994,0.359673,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.412958,0.412958,0.635952,0.441526,0,0.484057,839
0.464088,0.824441,0.198938,0.61996,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.86503,0.666092,0.86503,0.874613,1,0.741424,840
0.790614,0.347083,0.212653,0.515212,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.552939,0.552939,0.765593,0.776623,0,0.612065,841
0.666306,0.576146,0.207823,0.934918,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.806673,0.59885,0.806673,0.804142,1,0.732373,842
0.479931,0.260994,0.22393,0.406628,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.597813,0.373883,0.597813,0.261707,1,0.414556,843
0.49301,0.134502,0.217643,0.561396,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.421816,0.421816,0.639459,0.428685,0,0.502609,844
0.672012,0.481683,0.226843,0.693096,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.639333,0.412489,0.639333,0.332928,1,0.496862,845
0.561592,0.684216,0.225654,0.456844,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.612986,0.387332,0.612986,0.279851,1,0.457769,846
0.966049,0.600751,0.244987,0.752906,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.624773,0.379786,0.624773,0.099858,1,0.385486,847
0.017781,0.65865,0.187435,0.92493,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.02745,0.840015,1.02745,0.827458,1,0.80569,848
0.578699,0.331666,0.217289,0.948302,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.379805,0.379805,0.597094,0.501801,0,0.618179,849
0.611583,0.520693,0.231364,0.561216,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.309809,0.309809,0.541173,0.174598,0,0.416051,850
0.821412,0.581506,0.229842,0.193297,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.220997,0.220997,0.450839,0.370009,0,0.395696,851
0.640344,0.854981,0.216642,0.735607,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.761485,0.544843,0.761485,0.564201,1,0.63489,852
0.37735,0.576948,0.191814,0.880124,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.940742,0.748928,0.940742,0.98765,1,0.80567,853
0.453474,0.567273,0.226025,0.291942,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.357809,0.357809,0.583834,0.189469,0,0.39172,854
0.708476,0.275992,0.2361,0.609343,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.307037,0.307037,0.543137,0.128846,0,0.374601,855
0.498214,0.423565,0.23202,0.474152,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.201641,0.201641,0.433661,0.073171,0,0.365398,856
0.514256,0.705771,0.2017,0.958188,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.827914,0.626214,0.827914,0.843204,1,0.77205,857
0.316444,0.479478,0.200057,0.796191,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.79717,0.597114,0.79717,0.735914,1,0.718047,858
0.39636,0.195543,0.214695,0.55024,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.571633,0.571633,0.786328,0.429889,0,0.519356,859
0.414328,0.811829,0.203304,0.72988,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.850432,0.647128,0.850432,0.728157,1,0.716693,860
0.608718,0.483485,0.206774,0.89424,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.862391,0.655617,0.862391,0.787184,1,0.719782,861
0.446943,0.426494,0.202372,0.981006,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.727946,0.525574,0.727946,0.775908,1,0.744132,862
0.488437,0.761683,0.209313,0.408738,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.679792,0.679792,0.889105,0.63351,0,0.608418,863
0.417073,0.495955,0.203346,0.737149,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.77633,0.77633,0.979676,0.729145,0,0.695055,864
0.718066,0.938853,0.216211,0.496345,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.558202,0.558202,0.774412,0.63328,0,0.610751,865
0.499873,0.500753,0.220828,0.608459,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.456367,0.235539,0.456367,0.354205,1,0.512988,866
